Alpha_estimate_Exponent,Alpha_estimate_PAF,Alpha_estimate_Power,Alpha_estimate_Width,Xi_estimate_Exponent,Xi_estimate_Power,Xi_estimate_Width
5.386802856099730086e+00,8.913022413486388018e+00,2.764466710434090868e-02,3.174546557436421335e+00,1.229477927244498670e+00,6.137903967177826825e-01,4.522305091499036145e+00
5.419411827217448518e+00,9.268364082683216765e+00,4.346991827796128915e-02,2.849082773382013656e+00,1.100071676752784056e+00,4.209143702279437571e-01,4.474439268762415267e+00
5.928923764566737198e+00,9.003320085720753596e+00,1.884592012098924504e-02,2.701873123176454339e+00,1.154724446337992649e+00,2.872808724641799927e-01,4.411539130323514968e+00
3.746083158965504367e+00,9.548072596208765361e+00,4.652646322811552354e-02,2.771023350024441889e+00,1.376985904273636763e+00,2.101519810240886493e-02,3.152161598205566406e+00
4.549296640882305454e+00,9.512245547537709456e+00,2.562486783455253728e-02,2.121042200747658146e+00,1.222953225467719340e+00,1.780741406129855708e-02,2.964359157225664898e+00
4.090387942222169393e+00,9.474272147047942738e+00,1.691387538906886576e-02,2.986785200041562671e+00,1.313526536607500184e+00,3.844723711499405117e-02,3.422814372832399865e+00
4.003861240438513214e+00,9.482347684293179313e+00,4.076963669142207730e-02,2.769162412591882561e+00,1.438772197027464061e+00,5.373853388670328524e-02,3.096161966066102611e+00
3.933702130066721203e+00,9.490144912135658473e+00,2.088036709799293011e-01,3.124375142549213447e+00,1.493667776504772116e+00,4.515015410090034709e-01,3.208331964803084357e+00
3.494121072612283552e+00,9.621714699319946718e+00,2.864358620919706389e-01,3.196805156154550076e+00,1.526498434863565290e+00,2.823048568052518026e-01,3.320529622949047077e+00
3.754069012441453079e+00,9.558592316451345994e+00,5.736683501274722485e-02,2.709407924846479077e+00,1.452088220104290395e+00,3.824472791592406495e-02,3.077383452919637996e+00
3.811622741774385315e+00,9.519127300807408432e+00,4.399459591373947737e-02,2.784189261826388151e+00,1.389029370152891518e+00,2.727444247650028311e-02,3.140094067662807742e+00
3.723126296873216390e+00,9.545345863738617709e+00,1.789190676305201233e-01,3.024400870521347429e+00,1.455823378129438961e+00,1.927019367357353241e-01,3.243338566321831262e+00
3.640082895755767822e+00,9.578609295380420718e+00,1.137502069752185790e-01,2.927944132914909847e+00,1.426888452126429563e+00,7.648200249203886136e-02,3.220154019502492915e+00
4.261807663290031023e+00,9.606869087786479966e+00,4.780233243210275929e-02,3.247596593594462622e+00,1.403118309478334380e+00,3.504058775980177787e-01,3.640924254314606756e+00
4.763163708978229494e+00,9.553297546174791322e+00,1.296705185409842247e-02,2.881418787770801071e+00,1.246352546744876388e+00,6.265689419685965822e-02,3.741881069209840760e+00
4.226271792919966686e+00,9.649521180312998325e+00,3.034135607499493376e-02,3.625434920735602695e+00,1.401504358235936998e+00,4.035707110960553012e-01,4.059829245518593588e+00
4.907442098106843176e+00,9.597422302746382528e+00,2.974907407038361595e-02,2.936720139341927549e+00,1.146617165354431700e+00,1.830448693102174895e-01,4.317910406758876718e+00
5.373215889319395089e+00,9.667759247315235172e+00,4.738832468119186930e-02,2.542101059204493030e+00,1.046387139039161918e+00,2.265952258633497363e-01,4.358696781671964615e+00
5.446720345379555184e+00,9.543795947070535135e+00,7.163640497822194864e-02,2.263385194621673868e+00,1.045319853035826752e+00,2.210960862775371571e-01,3.922951612298346991e+00
4.736264838891870887e+00,9.538268411860746809e+00,8.302341876140631460e-02,2.386922914315672273e+00,1.115893196971977419e+00,8.044480548842865286e-02,3.530693545060999305e+00
5.848351084922397192e+00,9.448458594244879549e+00,4.485873877658927422e-02,1.788073229848313295e+00,1.024119977429692296e+00,8.183374664121528808e-02,3.536185768371132188e+00
3.921520563993561304e+00,9.499050113592254263e+00,2.301850060231230288e-01,3.077324742681524672e+00,1.503081625097253404e+00,4.105961325295855446e-01,3.242267567120241445e+00
5.182201771509079791e+00,9.572003990254074779e+00,4.908644559758680581e-02,2.467823749496823371e+00,1.100870011975525475e+00,1.108858829078377822e-01,3.842502060390653895e+00
4.791370405707248814e+00,9.494852958723555503e+00,6.220898833559002777e-02,2.382211471019789251e+00,1.138746203378189437e+00,8.261952736566580136e-02,3.425591467424880410e+00
4.105444381548010391e+00,9.507713210064432374e+00,1.151161616425151468e-01,2.693596556393996533e+00,1.223802449910537105e+00,9.958173012279945835e-02,3.364858478048573520e+00
5.211398501549997953e+00,9.442239735716132287e+00,5.439933020401225422e-02,1.964421354314332291e+00,1.089992428979565942e+00,6.546421865281719377e-02,3.272805242128269843e+00
4.686028363993349544e+00,9.345249120430027645e+00,1.812677476095712198e-02,3.428201278763501669e+00,1.225170383538900509e+00,3.984122469753962337e-01,4.572536579696587111e+00
6.042480380911576354e+00,9.415728460278426581e+00,2.061249123755515625e-02,2.114606579667643427e+00,1.013280634817324222e+00,1.083022400965554660e-01,4.172648861742856319e+00
4.004836215248590570e+00,9.488773267480391738e+00,1.278117596395785260e-01,3.057129309147219143e+00,1.473566071142124123e+00,2.526915382499558826e-01,3.292796531810036065e+00
4.383265666703920260e+00,9.561405053009858435e+00,7.680674269795417786e-02,3.046298683011853914e+00,1.295920612683167272e+00,1.833743879923949438e-01,3.699559999156642576e+00
4.202530820070785822e+00,9.384063268655665979e+00,1.094478258965622328e-02,3.848508330295574265e+00,1.355908248767211166e+00,2.891527859989656002e-01,4.333769554027359305e+00
5.668216187140845186e+00,9.434453914620283044e+00,2.547030579406402151e-02,1.740984552168432620e+00,1.066989501776722804e+00,2.292662561262790930e-02,3.082565697631395096e+00
6.192455071836845626e+00,9.202100988936750880e+00,1.270668522654671076e-02,2.106223392704305919e+00,1.059180470906436078e+00,8.492312898017363720e-02,4.248172297325308655e+00
4.170056194174590836e+00,9.190971921927662436e+00,8.931464087369344468e-03,4.049941903847649627e+00,1.307239047456734360e+00,5.328233519414379282e-01,4.637714950616609322e+00
4.183849216544110128e+00,9.421023559570311789e+00,1.116011693527031202e-02,3.538695533724798725e+00,1.230076781908671091e+00,1.189725938023648427e-01,4.181022361396015796e+00
4.537793380315186198e+00,9.531919143239004910e+00,1.088440396868791682e-01,2.699715549828576311e+00,1.202655337873052455e+00,1.571197351593463243e-01,3.610651348457961873e+00
4.280221851609593564e+00,9.478178861329881855e+00,2.587396452913610090e-01,2.633009390007677641e+00,1.207117733337896404e+00,2.700024035444362758e-01,3.425625648429925452e+00
3.665566617250442416e+00,9.223932576179503684e+00,3.514034557854756741e-02,4.746450779438018408e+00,1.494561958312988326e+00,4.027835121713578381e+00,4.588624470233916952e+00
4.280423762069808014e+00,9.197223126888275146e+00,2.662506865777282405e-02,3.996409671174155243e+00,1.322811376717355492e+00,1.031772422086861374e+00,4.728416475984785095e+00
4.912453452223225270e+00,9.122383538045381712e+00,2.708912207622473159e-02,3.497008822466197930e+00,1.219161278323123376e+00,9.027877646057229644e-01,4.904151543190605089e+00
5.296492683795070988e+00,9.195610926132793850e+00,3.040497627311436815e-02,3.020510555237762684e+00,1.135174435238505586e+00,9.350039048712383005e-01,4.733846937963204660e+00
6.010517908815751653e+00,9.401411357678865599e+00,8.480320568196475506e-03,1.586642079186021181e+00,1.072048991395716078e+00,1.291109474473877902e-02,3.066081701663502468e+00
5.757573210777928274e+00,8.932517829819104804e+00,5.782559407476465380e-03,2.586830009868489100e+00,1.164185433838498041e+00,8.669964906143311223e-02,4.502364490755755178e+00
4.032636387688772750e+00,9.549741728646415240e+00,5.018431222864559726e-02,2.582259567805698985e+00,1.258112204415457569e+00,3.242386302245514607e-02,3.214282054901123065e+00
4.020553110289747600e+00,9.509873264897478862e+00,1.406089073713243376e-01,2.951416290589492508e+00,1.385733850680998636e+00,1.827426419804130953e-01,3.290549092049146029e+00
3.974639512874461822e+00,9.561537636650932370e+00,6.379494847848064809e-02,3.446151875944995169e+00,1.437441950752621711e+00,3.097348160864341615e-01,3.662161685802318267e+00
4.056159320715311267e+00,9.545063141229990222e+00,1.874177256517263121e-02,3.809559412904687914e+00,1.461125476134790047e+00,3.298524165576374179e-01,4.085713046628075773e+00
4.060013024085158406e+00,9.549217967812074548e+00,6.713241601892568078e-02,3.198830807974579304e+00,1.459446851266633427e+00,3.382972343183985320e-01,3.489202433769856171e+00
4.084357114938589106e+00,9.290555359767033394e+00,1.490327572056020754e-02,4.190386777657728601e+00,1.361908974097325142e+00,6.279944340483500920e-01,4.475944768465482504e+00
3.945869165554381386e+00,9.279128702063308864e+00,4.871169717884377137e-02,4.338154349410743293e+00,1.407250909428847452e+00,2.055876061124236820e+00,4.467535345177901185e+00
3.799607929489422276e+00,9.105835780291490877e+00,1.252470069954023102e-02,4.405527560363912798e+00,1.421726665586372951e+00,9.426157590998730518e-01,4.623208213859880900e+00
5.444867247440775770e+00,8.957085394468464301e+00,2.499007043375282497e-02,3.119594283279825575e+00,1.225903535475496353e+00,7.919778598808362435e-01,4.627213819105117310e+00
5.605856688126273468e+00,9.026283133844410500e+00,1.703868695297596630e-02,2.980812804299111551e+00,1.171510415788022730e+00,4.298524613150898621e-01,4.747141990602386841e+00
3.658541903053362354e+00,9.557996248461536837e+00,4.519246751922614824e-02,2.843188229295396496e+00,1.377349912505788865e+00,1.935469350998395358e-02,3.058493186518088880e+00
4.368836649485996482e+00,9.516265444074358371e+00,3.052764878741332302e-02,2.238541263852800611e+00,1.243228088787623919e+00,1.624977833458355475e-02,2.898208460126604269e+00
