Alpha_estimate_Exponent,Alpha_estimate_PAF,Alpha_estimate_Power,Alpha_estimate_Width,Xi_estimate_Exponent,Xi_estimate_Power,Xi_estimate_Width
3.337548374272079066e+00,1.012758067014406116e+01,5.830341956759099199e-03,3.645807899159493104e+00,4.244354532776976718e+00,1.111025542352455688e-02,1.114142413190800429e+00
3.454130612263063060e+00,1.010626256384817090e+01,8.607744269364444450e-03,3.140537023544311523e+00,3.706615653167776525e+00,6.019874977194989568e-03,1.517154568717593133e+00
3.668001405331267062e+00,1.012273109660429071e+01,4.352072846660969864e-03,3.135689597169891929e+00,3.929929941642184232e+00,3.767420302004310939e-03,1.394791577042651776e+00
3.804128095883281269e+00,1.020398038174925759e+01,4.712868858512271955e-03,2.831058345922902841e+00,3.510183061872209631e+00,3.635488127694786256e-03,1.500802607095542029e+00
3.622805056982482341e+00,1.011437785546511137e+01,8.310726054308825717e-03,3.216622837331911011e+00,3.844975210972969126e+00,6.850197024655756313e-03,1.380258797020312178e+00
3.110119398194130191e+00,9.744402707225145122e+00,4.307747983157333982e-03,4.085885028646449868e+00,4.097634024090236693e+00,1.669885449915785650e-02,1.113914983441131268e+00
3.348641510212674977e+00,9.954972112939712403e+00,3.001550838668295799e-03,3.616295694797596827e+00,3.961222815006337328e+00,5.445729582966800549e-03,1.264664828777313232e+00
3.306549720514833535e+00,1.009069247027627725e+01,8.046220211933055935e-03,3.445235146416558258e+00,4.266572625029320776e+00,1.286806955970093251e-02,1.198903017963459217e+00
3.475264550565363209e+00,9.816660435645134797e+00,3.027561310023724368e-03,3.459230297214382244e+00,4.143867097058138604e+00,1.098830307703362909e-02,1.146636015111273554e+00
3.077096498742395436e+00,9.612244737391568705e+00,2.901370250453640370e-03,3.933890813467453729e+00,3.917607843875885010e+00,1.414850819737137333e-02,1.192044533941210460e+00
2.904430094049937683e+00,9.512966220058611810e+00,6.705426483296914215e-03,4.254163985821738159e+00,3.977364575684960268e+00,3.680069456849970055e-02,1.252956718206405640e+00
3.283292289437918843e+00,9.643067696998858906e+00,1.109431480190010066e-03,3.478153671683936299e+00,3.998339914042374321e+00,4.124647334814151613e-03,1.347480251871306267e+00
3.867303431034088135e+00,9.976583643963461867e+00,3.457098803329771656e-03,2.919738692672629199e+00,3.506087634124253949e+00,2.006616430758425152e-03,1.431431408775480252e+00
3.324343257290976350e+00,1.002674380711146718e+01,4.567656030329609283e-03,3.451842113903590636e+00,4.143140014580318109e+00,8.245245451689697802e-03,1.223343873449734387e+00
3.064236260950565338e+00,9.473887328058481216e+00,2.243394600327519584e-03,3.831621889956295490e+00,3.718638097867369652e+00,1.480854876808734844e-02,1.368286585900932550e+00
3.321073945259815030e+00,9.600686492671407279e+00,2.713327422637207102e-03,3.594724767759490902e+00,3.698126088524486210e+00,6.531685559649372599e-03,1.332583931641780683e+00
3.262571556427899644e+00,9.904493135564466755e+00,5.305829328512224989e-03,3.549626911387723904e+00,4.381158594524158900e+00,9.053367633126018291e-03,1.182486061839496339e+00
3.590892752910631369e+00,1.000851546585290208e+01,6.736812771748903507e-03,3.120009408277623741e+00,3.805372780804181065e+00,5.127711765198415990e-03,1.419768999604617887e+00
2.891953467118619781e+00,9.503491233093569690e+00,7.972246706203528488e-03,4.203793187334079917e+00,4.026678881259879716e+00,4.590481037339853854e-02,1.215520827457158282e+00
3.556215769127954562e+00,1.000094725210455415e+01,9.567641709117761031e-03,2.888332264332831745e+00,3.089498272425011738e+00,2.923774631705748119e-03,1.776639128033118853e+00
3.852946381236231677e+00,9.955043253048446061e+00,1.607117343733679244e-03,2.780934958494910791e+00,3.728448241256004270e+00,1.101179413683351553e-03,1.294310907984888903e+00
3.312083762032644874e+00,9.838759603954496669e+00,5.778827786257136057e-03,3.681672812643505210e+00,4.323898619697207124e+00,2.294504458162312591e-02,1.138554172572635359e+00
3.240609387317335610e+00,9.950317589633435489e+00,7.870322906170937674e-03,3.592477633292416428e+00,4.501540385096905794e+00,1.916844351567799365e-02,1.147393294127590613e+00
3.290559768676757812e+00,9.930079056398712467e+00,1.567428819087408887e-02,3.453943228199534143e+00,4.172908048560149297e+00,1.061382277420021801e-02,1.306725830927382370e+00
3.351136365810313933e+00,1.003569508744431715e+01,1.660244339411412473e-02,3.285009987003452370e+00,3.865301800919724862e+00,1.353615742000575072e-02,1.442925362973599857e+00
3.033992497388981580e+00,9.552408494239996273e+00,6.535690264345323658e-03,4.115115065219973722e+00,3.621713884605849199e+00,3.234867123532886302e-02,1.292307395580386320e+00
2.873244186049526139e+00,9.542293553213470503e+00,1.262783356241484016e-02,4.327214787307294586e+00,3.989631457236206824e+00,1.058771900337605321e-01,1.256131177967034551e+00
2.556865767217599394e+00,9.566706487765678446e+00,3.947059742271308812e-03,4.159392395844826673e+00,4.194739347467055346e+00,4.582682973033605500e-02,1.326534962997986788e+00
2.430547674990588991e+00,9.624324952593500626e+00,1.041554541671243714e-02,4.630656642203005546e+00,4.357888211374697285e+00,1.607207045861467898e-01,1.239270484225350133e+00
2.816108493024048531e+00,9.593869162768852377e+00,5.463694997427121641e-03,4.108060777810392139e+00,4.163918747719156599e+00,4.644199080103261768e-02,1.348650311759124643e+00
3.007343820550225200e+00,9.691470091993158675e+00,5.483843595191667183e-03,4.118038285862315462e+00,4.077237885106693938e+00,2.206105343066155910e-02,1.208451015705412024e+00
3.029240694571667891e+00,9.584547793771339030e+00,3.802645563763955121e-03,4.047338241667259418e+00,4.011708959819763720e+00,1.883943546490054327e-02,1.332405631936441237e+00
3.551949496662945016e+00,9.849168497488038909e+00,6.608719941775459579e-03,2.772398657755020590e+00,3.283376879648331137e+00,1.786651801095779984e-03,1.618400923702695060e+00
3.874730818411883160e+00,1.007459453040478259e+01,3.530106082097536103e-03,2.584703260192684038e+00,3.254115142074285760e+00,1.542237685427215758e-03,1.555111480694191028e+00
3.338884212038843557e+00,9.745300036396471910e+00,3.350989999743603839e-03,3.248142649074496457e+00,4.005163986670789100e+00,2.155400157272626804e-03,1.313389711876205901e+00
3.289653033179205988e+00,9.817886904123666270e+00,5.207489627237255232e-03,3.126338886570286135e+00,3.837115323865735839e+00,3.619413804011167683e-03,1.455025623295758130e+00
3.120428914658760711e+00,9.807156603872490663e+00,2.312203087402801838e-02,3.409256560950758352e+00,4.051477480162843925e+00,2.292791910304656580e-02,1.381909457690407850e+00
2.929184508014035071e+00,9.846098103048481320e+00,2.570334940773810056e-02,3.492278679108722805e+00,3.540357822979683267e+00,2.264875986157751167e-02,1.564311453790375728e+00
3.269119569450427143e+00,9.889636762582572516e+00,6.353654308470001524e-03,3.100035632491870974e+00,3.531881169908365425e+00,4.037496518153863359e-03,1.611737484385253438e+00
3.405737471697952934e+00,9.821429675435785711e+00,6.050699081368230391e-03,2.972725828292921868e+00,3.543899196709318300e+00,2.754857611103818469e-03,1.542264998839993684e+00
3.130687357543350924e+00,9.903972334675975375e+00,1.844921173503646580e-02,3.306442102828583085e+00,3.671776723552059973e+00,1.714300218207592472e-02,1.545689551861255229e+00
3.268414919192974555e+00,9.951094810779277822e+00,1.133736592824929022e-02,3.136890183656643405e+00,3.461615525759183409e+00,6.871717846922528912e-03,1.620652693968552827e+00
3.389364871836949344e+00,9.939456709255516387e+00,8.449365096651433732e-03,3.465651039740409889e+00,4.394192263096238449e+00,2.866412981042852984e-02,1.108327201086349190e+00
3.438973895377583023e+00,9.902026865217420593e+00,3.085718568602007807e-03,3.351434275507926941e+00,4.272532222999466889e+00,3.426826143469144121e-03,1.141162496887975220e+00
3.210227183181874278e+00,9.925131686412505871e+00,6.886808409008884392e-03,3.733498423639005193e+00,4.407713578565277679e+00,3.400764350582213130e-02,1.001409789941606787e+00
3.432935147988991798e+00,1.002076659697652516e+01,4.347509558215899989e-03,3.562690349224486575e+00,4.208805882865614301e+00,1.217253882720394781e-02,1.108378410665063818e+00
3.688217040819999681e+00,1.022873865029750640e+01,4.407704733192729755e-03,3.341485530902177814e+00,4.150754775756444914e+00,1.538278249044639986e-02,1.294018852405059095e+00
3.609769768910865206e+00,1.011862874139933766e+01,7.516046092934804135e-03,3.301964309117565222e+00,3.985129207236581816e+00,1.633586874656957691e-02,1.305165463930940017e+00
3.522181142778957774e+00,1.015464567436891485e+01,7.367759644266162755e-03,3.255153112551745220e+00,3.884743325850542828e+00,8.867912025273065255e-03,1.394797364578527654e+00
3.747792541541397071e+00,1.012031384592267180e+01,7.702146376785193316e-03,3.110740992009493500e+00,3.784560933452859377e+00,7.287722128713434826e-03,1.372045401566151623e+00
3.152083842941884040e+00,9.847935456908151863e+00,2.676536296389662312e-02,3.415796937567464386e+00,3.884819664312212595e+00,2.132979641260390746e-02,1.377743595101860175e+00
3.694808341838695220e+00,1.015337607469508185e+01,5.628984933965420698e-03,3.124161185410918584e+00,4.054934046255848301e+00,8.803101682729979130e-03,1.305071667073264940e+00
3.706886104373044777e+00,1.006772349601568095e+01,7.156699890444098537e-03,3.182715535163879395e+00,3.794650514458500989e+00,8.360545708646261939e-03,1.444750286465467326e+00
3.379597059540126569e+00,1.005509601675945852e+01,9.718972389869715706e-03,3.227561731960462588e+00,3.711270733501600194e+00,1.320237582144529950e-02,1.488547071166660407e+00
3.788701818835350732e+00,1.010843973775063809e+01,7.090201601386070251e-03,3.047881249458558983e+00,3.635244137497358530e+00,6.819890480944185845e-03,1.429276022218888720e+00
2.936481074901974075e+00,9.796032914131746594e+00,4.750458503793507717e-03,4.198406982849531843e+00,4.156330295742360015e+00,3.366848894900270617e-02,1.128589258867529033e+00
3.455381935102897817e+00,1.000560289935061853e+01,3.496253348809356346e-03,3.484342468412298999e+00,3.985675252320473483e+00,6.950532380295426811e-03,1.295796824913275858e+00
3.273980038075507526e+00,9.838174409504178541e+00,1.862693488409247408e-02,3.598242577118209606e+00,4.121657265892511468e+00,1.307207727038501958e-02,1.277896559691127365e+00
3.304299797882904954e+00,9.979979406820760346e+00,1.026275690166732722e-02,3.492824692339510317e+00,4.294999943552790356e+00,1.457697822007577096e-02,1.145207968273678434e+00
2.992365624926506040e+00,9.699665425385175510e+00,3.737674221832202638e-03,3.925055613211535732e+00,4.122082505386539530e+00,2.387379707671724582e-02,1.181460793594337089e+00
3.917458791953290831e+00,9.996021777908236317e+00,3.559704741457681617e-03,2.908627715413969916e+00,3.590740746845399567e+00,2.254939935845726509e-03,1.424014733705906588e+00
3.325648137967880391e+00,9.889455991248562228e+00,3.051006782440613373e-03,3.535607988975908000e+00,4.086204922906884640e+00,5.404391705556070742e-03,1.288305887892910340e+00
2.854298677685458863e+00,9.529539228776732429e+00,2.975627841635536657e-03,3.966493381059557066e+00,3.907843908247965015e+00,2.875072733643683348e-02,1.353925712702506612e+00
3.121600077808766915e+00,9.668218839341315984e+00,2.822396462948561016e-03,3.698138104314389274e+00,3.880773860129757225e+00,1.101209914558094749e-02,1.313973544646000580e+00
3.437523959112949168e+00,1.007785324972183894e+01,1.125248159724669302e-02,3.424002256549772749e+00,4.034216681464773302e+00,1.375699852837524405e-02,1.311395044209527239e+00
3.314472313407513582e+00,9.962639513633234856e+00,2.089013772674923330e-02,3.358315780008439333e+00,3.717479306159259700e+00,3.669119076535320295e-02,1.432796292167773267e+00
2.407357873916625923e+00,9.576137475967406942e+00,1.331048144144006060e-02,4.721561857461929357e+00,4.288833494186401474e+00,1.624290206003934089e-01,1.270926633477210910e+00
2.676221079296535965e+00,9.578899906741249026e+00,8.694327813120454607e-03,4.431711834337976441e+00,4.191712430781787901e+00,1.027490886691440342e-01,1.232193466275930405e+00
2.679946676680916351e+00,9.646812282110515113e+00,6.896328865734271778e-03,4.299620068386981409e+00,4.202728646366219678e+00,8.393117150683936101e-02,1.290608367637584131e+00
2.908318721046743605e+00,9.729533010675002203e+00,8.839562165283764567e-03,4.110332189604293696e+00,4.063598638357118098e+00,7.510661677450172768e-02,1.264536338259083292e+00
3.916512397297641890e+00,9.951309153908177052e+00,1.762774819406076133e-03,2.745404021781787662e+00,3.733786716795804317e+00,1.250267190922035344e-03,1.301186920780884604e+00
3.143570891660244282e+00,9.654714090907159374e+00,1.407987119882502013e-03,3.548805338826345412e+00,3.980346657150420242e+00,5.452532178446631989e-03,1.399286162793932808e+00
3.771015954698834882e+00,1.012727900368826717e+01,5.761582984455994490e-03,2.772946109771728729e+00,3.233688650131225639e+00,3.142169894584055483e-03,1.622823734964643272e+00
3.251060235239293661e+00,9.904031245377812098e+00,1.705022163036530938e-02,3.471838564768324975e+00,3.946419592321354308e+00,1.356357804764687577e-02,1.368721582593708908e+00
3.212739425992208631e+00,9.893417999227210657e+00,9.566652368650667426e-03,3.581106435684930922e+00,4.446132500966389678e+00,2.062824168414981174e-02,1.153063594348846976e+00
3.111428131928315022e+00,9.813807584143972917e+00,4.912054907165568259e-03,3.690164781905509450e+00,4.387117619450028094e+00,3.638343874882667833e-02,1.075708040917241926e+00
3.344103563816175573e+00,9.900229760266224588e+00,1.070901423526090558e-02,3.515775284635911380e+00,4.284805782344363045e+00,2.621812923542232374e-02,1.185959556233992185e+00
2.805439125574551884e+00,9.561132717132569070e+00,5.938805992571780101e-03,4.281223011016845881e+00,3.767654826090886200e+00,4.372428901708470123e-02,1.309368393971369837e+00
2.736044572110761575e+00,9.573373735996714373e+00,1.383373636360231244e-02,4.390016106137058394e+00,4.179609689796180305e+00,2.454378021995357317e-01,1.233389181003236024e+00
2.445883433583756705e+00,9.594324837268239037e+00,4.139278890475403191e-03,4.263101199423203091e+00,4.228945953745237851e+00,4.259839347900359202e-02,1.342253925095141742e+00
2.823783927765048940e+00,9.617972928969585666e+00,6.168587582727863908e-03,4.056092872971394314e+00,4.117185375729545349e+00,5.166374038443061201e-02,1.400943973513900209e+00
2.891588867080877812e+00,9.649547221497719818e+00,4.977981332163123641e-03,4.124192402229546417e+00,4.039913220435195740e+00,3.016211398188834575e-02,1.355808569037395994e+00
3.461308616952798012e+00,9.816137657952062057e+00,6.462664968698986385e-03,2.890797098887335270e+00,3.375543336278384654e+00,1.869882310539023110e-03,1.572330796841493683e+00
3.743444347381591708e+00,9.997083146231515727e+00,4.154521348620099364e-03,2.695661082948957343e+00,3.258430707114083447e+00,1.706335658839504667e-03,1.560117400033133261e+00
